fold,store_id,product_id,rows,actual_sales_total,baseline_wape,lightgbm_wape,baseline_bias,lightgbm_bias,extra_absolute_error
1,110,666,14,9.5,0.43458646616541347,0.37174212527264594,0.025510204081632664,-0.007469553236015479,-0.5970212384812918
1,113,834,14,30.2,0.3192999053926207,0.4529883216720048,0.10714285714285718,-0.7118208231640059,4.0373901716374
1,116,607,14,6.1,0.693208430913349,0.6808269977903497,-0.22448979591836737,-0.17601151586011696,-0.07552674205029586
1,124,222,14,7.3,0.22700587084148724,0.20205598975666295,-0.00408163265306123,-0.03950181749166241,-0.18213413191921735
1,124,515,14,14.100000000000003,0.3171225937183384,0.27404065599253985,0.16224489795918373,0.05316834420437265,-0.60745532193376
1,124,683,14,12.799999999999999,0.5044642857142858,0.5908853333268953,0.012244897959183678,-0.19667078503588734,1.1061894094414013
1,126,144,14,5.639999999999999,0.3746200607902736,0.304597017024942,0.031734693877551026,0.03888382571675853,-0.39492996683646986
1,126,783,14,10.099999999999998,0.35360678925035377,0.33731843317849314,-0.010204081632653085,0.1430073655763878,-0.16451239632579195
1,131,94,14,5.9,0.39951573849878935,0.3424101318371664,0.0153061224489796,0.03400305912947329,-0.33692307930357535
1,146,258,14,4.8,0.49404761904761907,0.4981633225589542,-0.010204081632653045,0.0529869572546824,0.019755376854408535
1,146,740,14,12.799999999999999,0.28906250000000006,0.299346101702325,-0.04999999999999999,-0.20157254474314665,0.13163010178975965
1,149,250,14,6.249999999999999,0.6365714285714286,0.7113382516889963,0.15561224489795925,0.3175617195040162,0.467292644484798
1,158,19,14,17.24,0.2757706330792178,0.26607653598809367,-0.09183673469387756,-0.06337496625243091,-0.16712623385098002
1,162,104,14,30.900000000000002,0.16319926028663892,0.18685789683072884,-0.2438775510204081,-0.29748031212713455,0.7310518692123793
1,165,117,14,29.299999999999994,0.24427108727450034,0.36595454248165754,0.15816326530612254,0.28007163788183004,3.5653252375697058
1,170,650,14,4.5,0.6044444444444443,0.7253804710044831,0.01061224489795916,0.14866555786120936,0.5442121195201741
1,171,79,14,5.4,0.208994708994709,0.24528178707488796,-0.009183673469387758,0.05493230648847839,0.19595022163296627
1,173,806,14,7.6000000000000005,0.37406015037593976,0.3305674524173401,-0.029591836734693865,0.06253555141411571,-0.33054450448535766
1,174,207,14,14.3,0.3046953046953047,0.3193973576602415,-0.03979591836734688,-0.08671215578909511,0.21023935739859656
1,175,631,14,5.460000000000001,0.4003139717425431,0.5878344893332503,0.09489795918367346,0.201477508869948,1.0238620260452618
